,name,amount,price,reviews,cost_per_ml
3295,Dunhill Custom  ,50,18.0,7.3,0.36
3296,Ed Hardy Love & Luck for Men  ,50,16.99,5.9,0.3398
3297,Ungaro  ,90,18.3,7.6,0.20333333333333334
3298,Lomani Best  ,100,19.23,6.9,0.1923
3299,Police Legend For Him  ,30,8.95,7.8,0.2983333333333333
3300,Rance Francois Charles  ,100,221.42,7.4,2.2142
3301,Salvatore Ferragamo Free Time  ,30,29.39,7.3,0.9796666666666667
3302,Truefitt & Hill Freshman  ,100,153.14,6.3,1.5313999999999999
3303,Truefitt & Hill Clubman  ,100,80.0,5.9,0.8
3304,Carlo Corinto Silver  ,100,31.89,5.3,0.3189
3305,Dana Rapport Sport  ,100,5.09,6.6,0.0509
3306,Police Cosmopolitan  ,100,10.95,7.8,0.10949999999999999
3307,Penthouse Life On Top  ,125,15.49,5.5,0.12392
3308,Eisenberg Men Love Affair  ,30,59.0,7.1,1.9666666666666666
3309,Guess Seductive Homme Blue  ,50,16.1,6.8,0.322
3310,Jaguar Prive  ,100,16.95,7.8,0.16949999999999998
3312,Geo F Trumper Marlborough Cologne ,100,112.35,7.8,1.1235
3313,Mexx Whenever Wherever For Him  ,30,7.49,5.7,0.24966666666666668
3314,Armaf Seduction Pour Femme  ,100,32.13,6.7,0.32130000000000003
3315,Cofinluxe Watt Black  ,200,4.95,4.0,0.02475
3316,Adidas Get Ready For Him  ,50,8.99,5.9,0.17980000000000002
3317,El Ganso Part Time Hero  ,125,24.19,7.5,0.19352
3318,Vince Camuto Solare  ,100,44.99,7.0,0.4499
3319,Hollister Festival Vibes For Him  ,30,17.64,6.2,0.588
3320,Police To Be Camouflage  ,75,13.95,5.9,0.186
3321,Eisenberg Men Secret VI Cuir D'Orient  ,100,149.2,7.6,1.492
3323,Swiss Arabian Wild Spirit  ,100,37.14,7.3,0.3714
3325,Baldessarini Cool Force  ,90,24.95,6.5,0.2772222222222222
3326,Mercedes Benz The Move Express Yourself  ,60,19.71,6.6,0.3285
3327,Salvatore Ferragamo  ,30,15.3,7.4,0.51
3328,David Beckham Classic Touch  ,40,21.99,6.5,0.54975
3329,Tonino Lamborghini Invincibile  ,125,15.85,8.2,0.1268
3330,Halston Z  ,7,4.6,7.7,0.6571428571428571
3331,Victoria's Secret VS Him Platinum  ,100,63.95,6.8,0.6395000000000001
3332,Voi Jeans Bianco  ,30,6.55,6.5,0.21833333333333332
3333,Truefitt & Hill Sandalwood  ,100,80.0,7.2,0.8
3334,Ungaro Power  ,90,32.49,7.3,0.36100000000000004
3335,Ulric De Varens Blue  ,100,18.49,5.3,0.18489999999999998
3336,Bruno Banani Man's Best  ,50,10.15,6.6,0.203
3337,Hummer  ,40,23.64,6.4,0.591
3338,Ed Hardy for Men  ,50,22.2,5.9,0.444
3339,Armaf Derby Club House  ,100,30.2,6.5,0.302
3340,Topman Sport  ,100,7.95,6.0,0.0795
3341,Eisenberg Men Love Affair  ,100,129.0,7.1,1.29
3342,Salvatore Ferragamo Incanto Blue  ,100,16.95,6.7,0.16949999999999998
3343,Eisenberg Men Secret II Bois Precieux  ,30,99.5,7.8,3.316666666666667
3345,Montblanc Emblem  ,40,39.99,6.5,0.99975
3346,La Fede Opera Noir l'Or  ,100,44.59,7.8,0.4459
3347,Trussardi My Land  ,30,17.93,6.7,0.5976666666666667
3348,Clean For Men  ,30,7.95,6.2,0.265
3349,Tabac Man  ,50,16.45,7.0,0.32899999999999996
3350,Grandeur L'Ambre  ,100,38.99,9.1,0.3899
3351,Karl Lagerfeld Hamburg Alster  ,60,17.75,6.8,0.29583333333333334
3352,Roberto Cavalli Just Cavalli Men  ,30,14.95,7.2,0.4983333333333333
3353,Kenzo Aqua Pour Homme  ,30,15.25,6.1,0.5083333333333333
3355,Eisenberg Men Le Peche  ,100,129.0,7.7,1.29
3356,Lolita Lempicka Homme  ,50,27.72,7.6,0.5544
3357,Mexx Whenever Wherever For Him  ,50,10.95,5.7,0.21899999999999997
3358,Bruno Banani Absolute Man  ,50,11.06,5.6,0.2212
3359,Nikki Beach Private Party For Her  ,50,17.5,6.6,0.35
3361,Salvatore Ferragamo Free Time  ,100,25.67,7.3,0.25670000000000004
3362,Korres Oceanic Amber  ,50,27.45,7.7,0.5489999999999999
3363,Hugo Boss Hugo Reflective  ,75,32.0,7.4,0.4266666666666667
3365,Jesus Del Pozo Halloween Man  ,125,25.5,7.3,0.204
3367,Antonio Banderas King Of Seduction  ,50,11.4,7.6,0.228
3369,Taylor of Old Bond Street Sandalwood  ,100,39.95,7.9,0.3995
3370,Artemis Men  ,75,39.71,7.3,0.5294666666666666
3371,Armaf Futura La Homme Intense  ,100,45.68,7.0,0.4568
3372,Mandarina Duck For Him  ,100,16.4,7.5,0.16399999999999998
3373,Kenneth Cole Black Bold  ,100,39.5,7.5,0.395
3374,Mexx Festival Splashes Man  ,30,4.99,6.0,0.16633333333333333
3375,Zippo Fragrances Helios  ,75,86.15,7.3,1.1486666666666667
3376,Armaf Magnificent Pour Homme  ,100,29.75,7.5,0.2975
3377,Annayake Kagari For Her  ,100,84.95,7.8,0.8495
3378,Salvatore Ferragamo Intense Leather  ,50,44.99,7.6,0.8998
3379,Hugo Boss Bottled Tonic  ,8,7.95,6.7,0.99375
3380,Marvel Black Panther  ,100,13.85,7.0,0.13849999999999998
3381,Ajmal Zeal  ,100,99.96,7.4,0.9995999999999999
3382,Cuba Prestige Platinum  ,90,7.85,5.4,0.08722222222222221
3383,Swiss Arabian Intense Pride  ,100,29.8,8.4,0.298
3384,Laura Biagiotti Romamor Uomo  ,40,45.02,7.7,1.1255000000000002
3385,Salvatore Ferragamo Uomo Urban Feel  ,50,37.8,7.1,0.7559999999999999
3387,Armaf The Pride  ,100,21.9,7.5,0.21899999999999997
3388,Roberto Cavalli Just Cavalli I Love Him  ,60,44.99,6.5,0.7498333333333334
3389,Hollister Canyon Sky For Him  ,30,9.78,7.0,0.32599999999999996
3390,Roccobarocco Rocco White  ,100,16.75,5.5,0.1675
3391,Bruno Banani Man  ,50,23.41,6.6,0.4682
3392,Laura Biagiotti Romamor Uomo  ,125,41.84,7.7,0.33472
3394,Ungaro Man  ,90,15.9,6.5,0.17666666666666667
3396,Etienne Aigner White  ,125,27.95,6.8,0.2236
3397,Bruno Banani Made for Men  ,30,7.56,5.9,0.252
3400,Jaguar Vision Sport  ,100,14.0,7.5,0.14
3401,Annayake Undo  ,100,51.95,6.2,0.5195000000000001
3402,Mexx Life Is Now For Him  ,30,8.55,5.1,0.28500000000000003
3404,Police To Be Tattooart For Man  ,40,10.6,6.7,0.265
3405,Replay Tank For Him  ,50,6.4,7.2,0.128
3406,Police Shock In Scent For Man  ,30,10.95,7.3,0.365
3407,Creation Lamis Ruler  ,100,10.99,7.5,0.1099
3408,Baldessarini Nautic Spirit  ,50,12.8,6.2,0.256
3409,Sergio Tacchini Stile  ,50,62.68,6.6,1.2536
3411,Replay True For Him  ,50,10.95,5.9,0.21899999999999997
3412,Eisenberg Men Diabolique  ,100,129.0,6.4,1.29
3415,Lattafa Qimmah For Men  ,100,13.64,5.3,0.1364
3416,Victorinox Black Steel  ,100,13.99,7.8,0.1399
3417,Replay Signature Red Dragon For Him  ,50,6.65,7.1,0.133
3418,Dana Rapport Sport  ,50,4.49,6.6,0.0898
3419,Vince Camuto Terra  ,100,31.0,7.6,0.31
3424,Burberry Mr. Burberry  ,30,27.97,6.6,0.9323333333333333
3425,S.T. Dupont 58 Avenue Montaigne  ,5,2.95,7.4,0.5900000000000001
3426,Hollister Festival Nite For Him  ,50,15.99,7.6,0.31980000000000003
3427,Tous Man  ,50,31.99,7.3,0.6397999999999999
3428,Truefitt & Hill Grafton  ,100,80.0,7.3,0.8
3430,Perry Ellis 360 Black for Men  ,100,18.1,7.5,0.18100000000000002
3431,Gianfranco Ferré Acqua Azzurra  ,50,36.8,6.8,0.736
3434,Eisenberg Men Le Peche  ,50,89.4,7.7,1.788
3435,Etienne Aigner First Class  ,50,16.25,7.3,0.325
3436,Rance Eau Duc de Berry  ,50,49.0,7.3,0.98
3437,J's Exte  ,25,10.74,7.5,0.4296
3439,Etienne Aigner First Class  ,100,20.9,7.3,0.209
3441,Mexx Forever Classic Never Boring For Him  ,50,19.21,6.1,0.38420000000000004
3442,Bruno Banani Man's Best  ,30,7.98,6.6,0.266
3443,Franck Olivier Bamboo America  ,75,20.77,9.0,0.2769333333333333
3444,Trussardi Riflesso Blue Vibe  ,50,35.01,6.6,0.7001999999999999
3445,Etienne Aigner Blue  ,125,36.99,7.2,0.29592
3446,Guess Seductive Homme  ,30,14.4,6.8,0.48000000000000004
3447,Antonio Banderas King of Seduction Absolute  ,200,19.83,7.6,0.09914999999999999
3449,Eisenberg Men Secret III Patchouli Noble  ,30,108.82,8.5,3.627333333333333
3450,Eisenberg Men Secret V Ambre D'Orient  ,100,149.2,8.0,1.492
3451,Eisenberg Men Secret IV Rituel D'Orient  ,30,87.8,7.1,2.9266666666666667
3452,Eisenberg Men Secret II Bois Precieux  ,100,163.23,7.8,1.6322999999999999
3453,Baldessarini Black  ,75,18.1,7.3,0.24133333333333334
3455,Armaf Beau Elegant  ,100,44.29,5.3,0.4429
3456,Mercedes Benz The Move  ,60,19.39,6.0,0.32316666666666666
3457,Marvel Iron Man  ,100,13.85,7.5,0.13849999999999998
3458,Kenneth Cole Mankind  ,50,10.95,6.1,0.21899999999999997
3459,Kenneth Cole Mankind  ,30,8.95,6.1,0.2983333333333333
3461,Replay Signature For Him  ,30,4.4,7.5,0.14666666666666667
3462,Mexx Festival Splashes Man  ,50,14.99,6.0,0.2998
3463,Superdry Double Dry  ,100,25.95,7.0,0.2595
3464,Baldessarini Ambré Eau Fraiche  ,50,21.0,6.7,0.42
3465,Kenneth Cole  ,50,13.95,6.7,0.27899999999999997
3466,Porsche Design Palladium  ,30,43.24,5.5,1.4413333333333334
3468,Dsquared2 2 Wood  ,50,30.2,7.7,0.604
3469,Eisenberg Men Secret I Palissandre Noir  ,100,149.2,7.6,1.492
3470,Replay Stone Supernova For Him  ,30,6.95,7.3,0.23166666666666666
3471,John Varvatos XX  ,75,40.08,6.3,0.5344
3473,Mercedes Benz The Move Express Yourself  ,100,23.5,6.6,0.235
3474,Guess Seductive Noir Homme  ,50,20.05,7.5,0.401
3476,Porsche Design 180  ,50,57.36,6.9,1.1472
3477,Abercrombie & Fitch Away Man  ,50,27.3,6.6,0.546
3478,Karl Lagerfeld Hamburg Alster  ,100,24.99,6.8,0.24989999999999998
3479,Police To Be Goodvibes for Him  ,75,12.5,7.1,0.16666666666666666
3480,Hollister Canyon Escape For Him  ,50,11.99,6.6,0.2398
3482,Nobile 1942 Sandalo  ,75,93.9,7.9,1.252
3483,Izod  ,100,10.99,6.3,0.1099
3484,Christine Darvin Royal Palace  ,100,9.95,4.0,0.09949999999999999
3485,Shanghai Tang Black Iris  ,100,19.5,8.8,0.195
3486,GAS  ,100,17.7,6.7,0.177
3487,Mexx Simply Woody  ,50,6.95,7.0,0.139
3488,Franck Olivier Sun Java White  ,75,28.99,7.7,0.38653333333333334
3490,Replay Essential for Him  ,50,5.99,5.7,0.1198
3491,Annayake Miyabi Man  ,100,74.95,7.0,0.7495
3493,Trussardi Uomo  ,20,13.95,8.1,0.6975
3495,Eisenberg Men Love Affair  ,50,89.4,7.1,1.788
3499,Replay Jeans Original  ,50,5.2,5.9,0.10400000000000001
3500,Replay Man  ,75,10.95,6.9,0.146
3501,Replay Signature For Him  ,50,10.95,7.5,0.21899999999999997
3502,Calvin Klein Eternity Air For Men  ,30,19.99,6.3,0.6663333333333333
3503,Porsche Design 180  ,100,21.53,6.9,0.21530000000000002
3504,Tonino Lamborghini Millennials Dinamico  ,40,7.99,7.9,0.19975
3505,Aigner Initial Tonight  ,100,83.83,7.8,0.8382999999999999
3506,Hollister Canyon Rush  ,100,15.64,7.8,0.1564
3507,Carthusia Corallium  ,50,49.1,7.3,0.982
3508,Antonio Banderas Diavolo  ,50,14.04,6.6,0.2808
3509,Eisenberg Eau Fraîche  ,50,97.85,7.0,1.9569999999999999
3510,Milton Lloyd America Look  ,50,8.25,5.2,0.165
3512,Eisenberg Men Secret IV Rituel D'Orient  ,100,127.0,7.1,1.27
3513,Armaf Venetian Gold  ,100,12.5,7.6,0.125
3514,Salvatore Ferragamo Bright Leather  ,50,40.88,7.6,0.8176000000000001
3515,Etat Libre d'Orange Exit The King  ,50,71.9,7.0,1.4380000000000002
3516,Lattafa Pride Hala Men  ,100,31.69,8.1,0.3169
3517,Coach Open Road  ,40,25.0,7.3,0.625
3518,Bruno Banani Made For Men  ,100,10.85,5.9,0.1085
3519,Geo F Trumper Mayfair  ,50,51.99,6.2,1.0398
3521,Jacques Bogart Silver Scent Midnight  ,100,14.18,7.7,0.1418
3522,Hollister Canyon Rush Him  ,30,9.18,6.4,0.306
3523,Dsquared2 2 Wood  ,5,9.49,7.7,1.8980000000000001
3525,Baldessarini Bella Absolu  ,30,23.15,7.0,0.7716666666666666
3527,MCM Onyx  ,30,44.0,6.5,1.4666666666666666
3528,Kenzo Kenzo Power  ,60,98.69,7.9,1.6448333333333334
3529,Police To Be Born to Shine for Him  ,75,13.35,7.3,0.178
3531,Hollister Feelin' Good For Him  ,100,11.82,6.3,0.1182
3532,Carthusia 1681  ,50,50.2,7.9,1.004
3533,Neroli Orientica Le Motif Wild  ,85,75.63,7.7,0.8897647058823529
3534,Armaf Voyage  ,100,10.5,7.1,0.105
3535,Lattafa Pride Shaheen Silver Men  ,100,24.99,7.3,0.24989999999999998
3537,Armaf Ego Tigre Men  ,100,21.85,8.3,0.21850000000000003
3538,Miraculum Passion  ,50,6.8,3.8,0.136
3539,The Merchant Of Venice Damascus Desert  ,100,136.77,7.6,1.3677000000000001
3540,The Merchant Of Venice Colonia Veneziana  ,100,73.05,7.7,0.7304999999999999
3541,Novellista Blue Fortune Men  ,10,16.0,6.4,1.6
3542,Tonino Lamborghini Sportivo  ,75,10.35,4.4,0.13799999999999998
3543,Baldessarini UOMO  ,90,30.2,6.6,0.33555555555555555
3544,Roccobarocco Last King Men  ,100,24.03,8.0,0.2403
3545,Lacoste Match Point Cologne  ,50,24.61,7.3,0.49219999999999997
3546,D.R. Harris Marlborough  ,100,71.1,7.1,0.711
3547,D.R. Harris Arlington  ,100,51.5,7.6,0.515
3549,Geo F Trumper San Remo Cologne ,50,64.3,7.4,1.286
3550,Umbro Energy  ,75,13.85,5.1,0.18466666666666667
3552,Police Potion for him  ,30,10.65,7.9,0.35500000000000004
3553,Afnan Highness VI  ,100,81.95,8.1,0.8195
3555,Maison Alhambra Kismet for Men  ,100,16.43,8.1,0.1643
3558,Alfa Romeo Black  ,125,14.95,7.4,0.1196
3559,Lamborghini Classico  ,200,11.99,6.3,0.05995
3560,Annayake Kogaï For Him  ,100,79.95,7.1,0.7995
3561,Aigner First Class Executive  ,100,19.1,7.1,0.191
3562,Police To Be #Freetodare  ,75,13.2,5.4,0.176
3563,Police To Be #Freetodare  ,40,8.4,5.4,0.21000000000000002
3564,Abercrombie & Fitch Away Tonight Men  ,50,27.3,6.8,0.546
3565,Mercedes Benz Sign  ,50,21.28,6.0,0.42560000000000003
3566,Baldessarini Ambré Eau Fraiche  ,90,26.32,6.7,0.29244444444444445
3567,Carthusia Uomo  ,100,66.9,7.1,0.669
3568,AVON Musk Fresh  ,75,6.96,6.0,0.0928
3569,Black Evaflor Whisky  ,100,11.05,4.7,0.1105
3570,Police Potion Men  ,50,14.39,7.9,0.2878
3572,Iceberg Change the Flow  ,50,9.1,7.9,0.182
3573,Al Haramain Mystique Homme Men  ,100,11.48,6.8,0.1148
3576,Armaf Ombre Oud Intense Black  ,100,62.81,6.8,0.6281
3577,Hollister Canyon Sky For Him  ,50,14.96,7.0,0.2992
3579,Miraculum Men  ALLURING ,50,7.2,6.5,0.14400000000000002
3580,Lattafa Taweel Men  ,100,17.99,7.9,0.17989999999999998
3581,Antonio Banderas King of Seduction Absolute  ,50,21.7,7.6,0.434
3582,Oriflame Be the Legend  ,75,15.5,7.3,0.20666666666666667
3584,Ajmal Chivalry  ,100,16.99,7.3,0.1699
3585,Tabac Original  ,30,12.72,7.5,0.42400000000000004
3586,Swiss Arabian Edge Intense  ,100,22.95,8.0,0.22949999999999998
3587,Banana Republic Cordovan  ,100,29.99,6.5,0.2999
3588,Baldessarini Concentree  ,50,39.95,8.1,0.799
3589,Mustang Red  ,100,13.6,6.0,0.136
3590,Carlo Corinto Rouge  ,100,63.23,7.3,0.6323
3591,Antonio Banderas Radiant Seduction in Black  ,100,11.37,6.7,0.1137
3592,Roger & Gallet Open White  ,100,71.3,7.5,0.713
3593,Acqua Di Parma Colonia Sandalo Concentree  ,100,149.99,7.8,1.4999
3594,Geoffrey Beene Eau De Grey Flannel  ,120,31.34,7.2,0.26116666666666666
3595,Replay for Him  ,75,9.95,5.8,0.13266666666666665
3596,Beviro Metropolitan Men  ,50,44.6,5.1,0.892
3597,Mancera Black Gold  ,60,89.51,7.7,1.4918333333333333
3598,Pepe Jeans Celebrate For Him  ,100,20.1,7.0,0.201
3601,Revolution Man Limitless Noir  ,100,5.99,8.1,0.0599
3602,Jeanne Arthes Boum Sport  ,100,7.8,6.8,0.078
3603,Jeanne Arthes J.S Magnetic Power  ,100,8.2,7.3,0.08199999999999999
3604,Beviro Sophisticated  ,50,44.6,6.2,0.892
3605,Oriflame Possess The Secret Man  ,75,25.3,7.1,0.3373333333333333
3606,Rue Broca Touche Homme  ,100,13.6,7.7,0.136
3608,Clubman Pinaud Citrus Musk  ,370,27.78,6.8,0.07508108108108108
3613,Trussardi Action  ,50,98.78,7.3,1.9756
3616,Replay Tank For Him  ,100,9.45,7.2,0.09449999999999999
3617,El Ganso Bravo Monsieur  ,75,41.47,7.6,0.5529333333333333
3618,Instituto Espanol Gotas Frescas Men  ,250,15.45,7.8,0.061799999999999994
3619,Cuba Green  ,100,8.34,6.2,0.0834
3620,Porsche Design 180 Black  ,100,78.53,6.4,0.7853
3621,Abercrombie & Fitch Authentic Moment Men  ,50,22.7,7.6,0.45399999999999996
3622,Colour Me Oud  ,50,7.45,7.1,0.149
3623,Reebok Cool Your Body Men  ,100,8.0,5.9,0.08
3624,Mexx Life Is Now For Him  ,50,15.5,5.1,0.31
3625,Antonio Banderas The Icon Elixir  ,100,17.65,7.1,0.1765
3626,Masakï Matsushïma Mat Male  ,80,52.94,6.7,0.66175
3627,Mercedes Benz Select  ,100,28.5,8.0,0.285
3629,La Rive Password  ,75,11.61,7.1,0.1548
3630,La Rive 315 Prestige  ,100,7.58,7.4,0.0758
3631,La Rive Body Like A Man  ,90,11.13,5.0,0.12366666666666667
3632,La Rive Scotish  ,90,10.64,6.8,0.11822222222222223
3633,Victorinox Swiss Army Steel  ,100,48.23,5.2,0.48229999999999995
3634,La Rive Blue Line  ,90,21.93,5.3,0.24366666666666667
3635,La Rive Black Creek  ,100,7.4,7.2,0.07400000000000001
3636,La Rive Gallant  ,100,30.86,6.9,0.3086
3637,Moresque Art Collection Sahara Blue  ,50,231.01,8.0,4.6202
3638,Replay #Tank Plate For Him  ,100,11.95,5.5,0.1195
3640,Real Time Black Warrior  ,100,11.5,7.0,0.115
3641,Tonino Lamborghini Essenza  ,40,7.8,7.5,0.195
3642,Adolfo Dominguez Agua Fresca  ,60,40.99,7.5,0.6831666666666667
3643,Adolfo Dominguez Ébano Salvia  ,120,33.49,7.9,0.27908333333333335
3645,Davidoff The Game  ,40,22.0,6.2,0.55
3647,Pepe Jeans Celebrate For Him  ,30,15.2,7.0,0.5066666666666666
3648,Mercedes Benz Sign Your Attitude  ,100,24.78,7.4,0.24780000000000002
3650,Colour Me Green  ,50,6.85,6.9,0.13699999999999998
3651,Tonino Lamborghini Essenza  ,75,10.99,7.5,0.14653333333333335
3652,Pepe Jeans So Bold  ,30,8.75,6.7,0.2916666666666667
3654,Tonino Lamborghini Mitico  ,125,13.62,6.0,0.10895999999999999
3655,Colour Me Black  ,90,30.51,7.6,0.339
3656,Esprit Simply You  ,30,14.95,6.9,0.4983333333333333
3658,Instituto Espanol Poseidon Indomito  ,150,17.59,7.8,0.11726666666666667
3659,Zirh Ikon Pure  ,125,29.95,6.2,0.2396
3660,Etienne Aigner No. 1  ,30,10.1,7.6,0.33666666666666667
3661,Acqua Di Parma Colonia Ambra Concentree  ,100,179.0,6.8,1.79
3662,La Rive The Hunting Man  ,75,11.13,6.9,0.1484
3664,Jeanne Arthes Sexy Boy Sport  ,100,5.9,6.4,0.059000000000000004
3666,Franck Olivier Franck Red  ,75,28.99,7.9,0.38653333333333334
3667,Franck Olivier Eau de Passion Men  ,75,20.43,7.8,0.2724
3669,Daniel Hechter Collection Couture Indigo Blue  ,100,11.99,7.5,0.1199
3670,STR8 FR34K  ,100,16.75,7.2,0.1675
3673,Cartier Déclaration Bois Bleu  ,100,84.0,6.5,0.84
3674,Jean-Charles Brosseau Fruit De Bois  ,100,91.77,6.7,0.9177
3675,Lomani AB Spirit Millionaire  ,200,27.99,7.7,0.13995
3676,Pour Miro Cabal Homme  ,75,10.49,7.1,0.13986666666666667
3677,Mayfair Hero  ,50,7.95,4.5,0.159
3678,Sergio Tacchini Club Intense  ,100,17.5,6.0,0.175
3681,Cuba Brown  ,35,8.99,6.4,0.25685714285714284
3682,Ajmal Evoke Silver Edition  ,90,22.75,7.7,0.25277777777777777
3683,Banana Republic Black Walnut  ,100,32.08,6.9,0.3208
3684,Ajmal Aristocrat  ,75,25.29,6.5,0.3372
3685,Mexx Fresh Man  ,30,7.42,6.4,0.24733333333333332
3686,Armaf Venetian Ambre Edition  ,100,20.45,7.2,0.2045
3687,Alyssa Ashley Oud Pour Lui  ,50,31.49,7.1,0.6297999999999999
3688,Armaf Amber Arabia Oud Men  ,100,28.75,7.8,0.2875
3689,Paris Hilton Gold Rush Man  ,100,19.5,8.0,0.195
3691,Cuba Green  ,35,5.44,6.2,0.15542857142857144
3693,Marbert Man Pure Black Intense  ,125,18.49,7.4,0.14792
3695,Giorgio Armani Code A-List  ,50,70.0,7.6,1.4
3696,s.Oliver Men  ,50,17.44,5.5,0.3488
3697,Porsche Design 180 Blue  ,100,78.53,6.5,0.7853
3698,David Beckham Signature Story for Him  ,50,55.0,6.2,1.1
3700,Nautica Blue  ,50,10.01,5.9,0.2002
3701,Nautica Oceans  ,50,9.94,5.7,0.19879999999999998
3702,Rabanne 1 Million Intense  ,50,120.0,6.8,2.4
3704,L'Erbolario Ginepro Nero  ,50,26.0,7.9,0.52
3705,Royal Copenhagen  ,100,12.7,7.2,0.127
3706,Dolce & Gabbana Light Blue Pour Homme Beauty Of Capri  ,125,49.95,7.3,0.3996
3707,Royal Copenhagen Musk  ,100,17.79,7.1,0.1779
3708,Lalique Pour Homme Lion  ,75,46.0,7.9,0.6133333333333333
3709,Nautica Aqua Rush  ,100,33.59,6.6,0.33590000000000003
3710,Jaguar Vision  ,100,42.0,7.5,0.42
3711,Tommy Hilfiger Freedom Sport  ,50,39.0,6.2,0.78
3712,Marbert Man Pure  ,125,79.0,7.4,0.632
3714,Kenzo Leau Par Kenzo Eau Indigo Homme  ,50,75.59,7.0,1.5118
3715,Banana Republic Metal Rain  ,75,32.87,7.4,0.43826666666666664
3717,Colour Me Oud  ,90,9.95,7.1,0.11055555555555555
3718,Boellis 1924 Panama 1924  ,100,105.89,6.9,1.0589
3719,Yves Saint Laurent L'Homme  ,10,19.99,8.4,1.9989999999999999
3720,Boellis 1924 Panama 1924 2.0  ,100,105.89,7.4,1.0589
3722,Dolce & Gabbana Light Blue Italian Zest  ,75,69.99,7.5,0.9331999999999999
3724,Porsche Design Pure  ,50,66.18,6.6,1.3236
3725,Annayake Tomo  ,50,47.01,7.7,0.9401999999999999
3726,Porsche Design 180 Blue  ,50,57.36,6.5,1.1472
3727,Flavia Excellus First  ,100,40.01,7.5,0.40009999999999996
3728,Boellis 1924 Panama Sport  ,100,105.89,7.8,1.0589
3729,Porsche Design Pure  ,100,86.47,6.6,0.8647
3730,Guess Gold  ,75,23.98,6.2,0.3197333333333333
3731,s.Oliver For Him  ,30,17.92,5.7,0.5973333333333334
3734,Usher Homme  ,100,33.0,8.2,0.33
3735,Ungaro L'Homme  ,100,25.0,7.6,0.25
3736,Iceberg Change The Flow  ,30,26.21,7.9,0.8736666666666667
3738,Yves De Sistelle Thallium  ,100,30.8,6.9,0.308
3739,Vince Camuto For Men  ,50,29.0,6.1,0.58
3741,Ulric De Varens UDV  ,100,9.58,6.8,0.0958
3742,Antonio Banderas Seduction In Black  ,50,20.0,7.1,0.4
3743,Marbert Man Classic  ,100,37.9,8.0,0.379
3744,Etienne Aigner No 1  ,100,25.6,7.6,0.256
3746,Ungaro Emanuel For Him 2019  ,100,34.98,6.6,0.34979999999999994
3747,Tommy Hilfiger Loud Men  ,40,39.99,5.5,0.99975
3749,Taylor of Old Bond Street Eton College  ,100,33.2,7.9,0.332
3752,Pal Zileri Lab I-White  ,75,31.91,6.6,0.42546666666666666
3753,Mexx Summer Edition  ,50,11.99,5.6,0.2398
3754,Eisenberg Men Secret V Ambre D'Orient  ,50,130.32,8.0,2.6064
3757,Rance Le Vainqueur  ,100,148.24,7.0,1.4824000000000002
3758,Porsche Design 180 Black  ,50,57.36,6.4,1.1472
3759,Rance Le Vainqueur  ,50,104.12,7.0,2.0824000000000003
3762,Phero for him ,15,13.95,7.2,0.9299999999999999
3763,Guess Uomo Acqua  ,100,25.65,5.9,0.2565
3764,Hugo Boss Hugo XY  ,60,61.47,5.8,1.0245
3765,s.Oliver So Pure Men  ,30,22.99,6.0,0.7663333333333333
3766,Eisenberg Men Diabolique  ,50,97.85,6.4,1.9569999999999999
3767,Replay Signature Red Dragon For Him  ,100,12.85,7.1,0.1285
3769,Mexx Fresh Splash For Him  ,30,8.42,7.5,0.2806666666666667
3770,Marbert Man Classic Sport  ,100,17.6,7.3,0.17600000000000002
3771,s.Oliver Follow Your Soul Men  ,50,24.99,5.8,0.49979999999999997
3774,Hugo Boss In Motion White  ,40,125.99,5.9,3.14975
3776,Boellis 1924 Panama 1924 Fefé  ,100,105.89,6.9,1.0589
3777,Aigner Initial  ,50,54.71,5.6,1.0942
3779,s.Oliver So Pure Men  ,50,27.64,6.0,0.5528
3780,Rance Heroique  ,50,104.12,7.8,2.0824000000000003
3783,Brut Brut Special Reserve  ,88,27.91,6.1,0.3171590909090909
3784,Kanon  ,100,9.07,7.1,0.0907
3785,Hugh Parsons Oxford Street  ,100,95.0,7.2,0.95
3786,Hugh Parsons 99 Regent Street  ,100,95.0,6.2,0.95
3787,Real Time Smart Guy  ,100,9.45,3.7,0.09449999999999999
3788,Hugh Parsons Kings Road  ,100,95.0,6.9,0.95
3789,Rasasi Emotion  ,100,88.0,7.9,0.88
3792,Hugo Boss Bottled Oud  ,50,54.99,7.6,1.0998
3793,Cuba Red  ,100,8.35,6.4,0.08349999999999999
3794,Eisenberg Men Diabolique  ,30,64.5,6.4,2.15
3795,Acqua Dell Elba Essenza  ,50,60.3,8.0,1.206
3796,Rasasi Royale  ,75,34.87,6.1,0.4649333333333333
3798,Yves De Sistelle Writer  ,100,30.0,7.3,0.3
3799,Franck Olivier Excellence Men  ,100,17.99,8.3,0.17989999999999998
3801,Guess Uomo  ,50,21.1,7.2,0.42200000000000004
3802,Playboy Super Playboy  ,100,27.29,5.8,0.2729
3803,Jean Paul Gaultier Le Beau Male  ,75,64.97,6.1,0.8662666666666666
3807,Cartier Déclaration L'eau  ,50,250.05,7.6,5.001
3809,Reebok Move Your Spirit Men  ,100,8.0,4.9,0.08
3810,David Beckham Follow Your Instinct  ,75,17.89,6.6,0.23853333333333335
3811,Yves Saint Laurent Pour Homme  ,100,424.19,8.2,4.2419
