,name,amount,price,reviews,cost_per_ml
1443,Pierre Cardin Monsieur  ,75,64.0,7.7,0.8533333333333334
1444,Viktor & Rolf Spicebomb Night  ,150,89.99,7.1,0.5999333333333333
1445,David Beckham Beyond Forever  ,40,7.95,7.0,0.19875
1446,Azzaro Pour Homme Cologne Intense ,100,26.95,7.3,0.2695
1447,Dunhill Signature Collection British Leather  ,100,44.99,7.6,0.4499
1448,Nautica Voyage N-83  ,100,14.77,6.8,0.1477
1451,Carolina Herrera 212 VIP Men  ,200,76.47,7.7,0.38234999999999997
1452,Yves Saint Laurent La Nuit De L'Homme  ,100,107.0,8.4,1.07
1454,Jimmy Choo Man Intense  ,200,65.0,6.9,0.325
1455,Jean Paul Gaultier Scandal Pour Homme Intense  ,150,92.65,7.0,0.6176666666666667
1456,Prada Amber Pour Homme  ,50,55.0,7.9,1.1
1457,Boss Bottled Absolute  ,100,102.99,7.3,1.0299
1458,Giorgio Armani Acqua Di Gio Profondo  ,200,115.15,7.6,0.57575
1460,Rayhaan Ocean Rush  ,100,16.45,7.2,0.16449999999999998
1461,Truefitt & Hill West Indian Limes  ,100,80.0,7.3,0.8
1462,Sean John I Am King  ,100,24.7,7.0,0.247
1463,Montblanc Patchouli Ink  ,125,85.97,7.7,0.68776
1465,Elie Saab L'Homme Intense  ,150,49.05,6.8,0.32699999999999996
1466,Afnan Rare Carbon  ,100,21.5,7.5,0.215
1467,Lattafa Oud Najdia  ,100,13.95,7.5,0.13949999999999999
1468,Calvin Klein Eternity Flame For Men  ,50,17.1,7.0,0.342
1470,Tommy Hilfiger Impact Spark  ,100,22.25,6.5,0.2225
1471,Guerlain L'Instant De Guerlain Pour Homme  ,100,87.99,8.3,0.8798999999999999
1472,Giorgio Armani Code Pour Homme  ,15,22.05,8.0,1.47
1473,Malbec  ,100,40.99,7.7,0.40990000000000004
1475,London Anfar Absolu D'Orient  ,115,27.3,7.0,0.2373913043478261
1476,Dunhill Driven  ,100,19.5,7.1,0.195
1477,Michael Malul Visionair  ,100,141.31,8.8,1.4131
1479,Rochas Moustache  ,75,24.95,8.1,0.33266666666666667
1481,David Beckham Classic  ,100,8.4,6.6,0.084
1482,Narciso Rodriguez For Him Bleu Noir  ,100,55.95,7.6,0.5595
1483,Versace Eros Flame  ,30,32.04,7.7,1.068
1484,Burberry Mr. Burberry Indigo  ,150,85.79,6.8,0.5719333333333334
1485,Calvin Klein Obsessed For Men  ,125,97.89,5.6,0.78312
1486,Annick Goutal Ninfeo Mio  ,100,149.0,7.5,1.49
1487,Givenchy Gentlemen Only  ,150,199.49,7.0,1.3299333333333334
1488,Gucci Guilty Pour Femme  ,90,53.85,7.2,0.5983333333333334
1489,Givenchy Gentleman Society Sport  ,100,68.24,6.1,0.6823999999999999
1490,Gucci The Eyes Of The Tiger  ,100,174.0,7.7,1.74
1491,Rasasi Chastity For Men  ,100,28.99,7.1,0.2899
1492,Guess Night  ,100,16.82,5.9,0.16820000000000002
1495,Thierry Mugler A*Men Stellar  ,100,62.55,7.1,0.6255
1498,Creed Himalaya  ,100,225.25,7.7,2.2525
1499,Ed Hardy Hearts & Daggers for Men  ,100,17.5,5.1,0.175
1500,Guerlain L'Homme Ideal L'Intense  ,100,65.3,8.1,0.653
1501,Rabanne Invictus Absolu  ,50,59.66,6.7,1.1932
1502,Dunhill Black  ,100,16.95,6.0,0.16949999999999998
1503,Cristiano Ronaldo Discover  ,30,13.4,7.1,0.44666666666666666
1504,Missoni Pour Homme  ,100,34.99,7.5,0.34990000000000004
1505,Acqua Dell Elba Blu Men  ,50,75.8,7.9,1.516
1508,Issey Miyake Nuit D'issey  ,125,31.75,6.9,0.254
1509,Yves Saint Laurent L'Homme Cologne Bleue  ,100,86.8,6.0,0.868
1510,Fragrance World Orchid Nera  ,100,44.19,7.3,0.44189999999999996
1511,FCUK Him  ,100,9.95,6.0,0.09949999999999999
1512,Calvin Klein Contradiction For Men  ,100,18.35,6.6,0.18350000000000002
1514,Karl Lagerfeld Bois De Yuzu  ,100,20.95,6.5,0.2095
1515,Pino Silvestre Italian Citrus  ,75,10.8,7.4,0.14400000000000002
1516,Burberry Hero  ,50,39.99,7.3,0.7998000000000001
1517,Rabanne Phantom  ,150,71.66,5.8,0.4777333333333333
1519,Dsquared2 Green Wood  ,30,24.1,7.5,0.8033333333333333
1520,Issey Miyake L'Eau d'Issey Pour Homme  ,40,38.6,7.7,0.9650000000000001
1522,Rabanne Million Gold Elixir  ,50,40.65,7.8,0.813
1524,Khadlaj Zayaan Gold  ,100,24.94,8.5,0.2494
1525,Jaguar Pace  ,100,26.95,7.1,0.2695
1526,Yves Saint Laurent L'Homme  ,200,103.95,8.4,0.51975
1528,Guerlain L'Homme Idéal  ,100,92.91,8.4,0.9290999999999999
1529,La Rive Cash  ,100,6.9,5.9,0.069
1530,Annayake Omizu For Him  ,100,72.13,6.4,0.7212999999999999
1531,Lacoste Eau De Lacoste Red  ,30,75.59,6.8,2.5196666666666667
1532,Swiss Arabian Attar Al Ghutra  ,100,48.96,7.8,0.48960000000000004
1533,Armand Basi Homme  ,125,34.2,7.3,0.2736
1534,Narciso Rodriguez For Him Vetiver Musc  ,50,44.55,7.2,0.8909999999999999
1535,Valentino Uomo Born in Roma  ,150,88.27,7.0,0.5884666666666667
1536,Hugo Boss Hugo Intense  ,125,45.44,8.1,0.36351999999999995
1537,Armaf Nomad Men  ,100,25.16,8.2,0.2516
1538,Khadlaj Le Prestige King  ,100,24.74,7.8,0.24739999999999998
1539,Calvin Klein Obsession For Men  ,15,13.5,7.5,0.9
1540,Grandeur Sincerity  ,100,21.64,8.5,0.2164
1541,JOOP! Homme Absolute  ,120,30.95,7.8,0.2579166666666667
1543,Jimmy Choo Man Aqua  ,50,27.5,7.2,0.55
1544,Abercrombie & Fitch Authentic Night Men  ,100,31.2,7.2,0.312
1545,Mercedes Benz  ,120,32.1,8.2,0.2675
1546,Real Time Racing Horse Gold  ,100,16.9,6.8,0.16899999999999998
1548,Dior Eau Sauvage  ,50,59.95,7.5,1.199
1551,Jaguar Classic Electric Sky  ,100,12.15,6.6,0.1215
1552,Dolce & Gabbana The Only One Intense  ,100,48.95,8.0,0.48950000000000005
1555,Dunhill Pursuit  ,75,59.0,6.7,0.7866666666666666
1556,L'Erbolario Vetiver  ,50,33.0,7.0,0.66
1557,Jimmy Choo Man Extreme  ,200,62.99,7.6,0.31495
1558,Dolce & Gabbana K  ,150,59.4,6.5,0.39599999999999996
1559,Linn Young Blue Window  ,100,12.95,4.9,0.1295
1560,Iceberg Twice Homme  ,75,10.9,6.9,0.14533333333333334
1561,Issey Miyake Vetiver  ,50,22.95,7.6,0.45899999999999996
1562,Mercedes Benz Select Day  ,100,23.8,6.4,0.23800000000000002
1563,Acqua di Genova 1853 Men  ,100,83.83,7.3,0.8382999999999999
1564,Banana Republic M  ,125,17.95,7.4,0.1436
1565,Jesus Del Pozo Arabian Nights  ,100,28.04,7.8,0.2804
1566,Ard Al Zaafaran Jazzab Silver  ,100,12.96,7.6,0.12960000000000002
1567,Anfar Odyssee III.  ,100,33.77,7.1,0.33770000000000006
1568,Swiss Arabian Bergamot and Cedarwood  ,100,18.62,7.8,0.1862
1569,Guy Laroche Drakkar Intense  ,100,14.48,7.4,0.1448
1570,Rochas L'Homme Rochas  ,60,14.85,7.6,0.2475
1571,Thierry Mugler A*Men  ,50,60.0,8.3,1.2
1572,Flavia Koral  ,100,7.99,7.7,0.0799
1574,Mexx Fresh Splash For Her  ,50,30.1,7.7,0.602
1577,Issey Miyake L'Eau d' Pour Homme  ,125,49.95,7.7,0.3996
1578,Ralph Lauren Polo 67  ,125,39.5,8.0,0.316
1580,Perry Ellis 360 Red  ,100,21.8,7.5,0.218
1581,Giorgio Armani Code Pour Homme  ,75,60.9,8.0,0.8119999999999999
1582,Prada Luna Rossa  ,50,48.94,8.2,0.9788
1584,Daniel Hechter Coton Chic  ,100,8.6,7.2,0.086
1586,Antonio Banderas The Icon  ,50,23.5,6.9,0.47
1588,Jaguar Imperial For Men  ,100,39.95,7.1,0.3995
1589,Armaf Art Du   ,100,13.5,7.8,0.135
1590,Armaf Club de Nuit Lionheart Man  ,100,26.36,8.3,0.2636
1591,Michael Malul Citizen Jack  ,100,139.66,8.3,1.3966
1592,Pierre Cardin  ,240,46.99,7.7,0.19579166666666667
1593,Vicky Tiel Ulysse  ,100,82.94,6.9,0.8294
1595,Antonio Banderas Mediterraneo  ,200,19.7,7.1,0.09849999999999999
1596,Zimaya Treasure  ,100,33.03,8.2,0.33030000000000004
1597,Zirh Ikon Oud  ,125,12.5,7.3,0.1
1598,Antonio Banderas King Of Seduction  ,200,34.8,7.6,0.174
1600,Zippo Fragrances Fire Phoenix  ,75,17.95,8.2,0.23933333333333331
1601,Real Time Wild Action  ,100,9.79,7.0,0.09789999999999999
1602,Antonio Banderas King Of Seduction  ,100,11.78,7.6,0.11779999999999999
1604,BVLGARI Man In Black  ,200,143.2,7.9,0.716
1606,Xerjoff Casamorati Mefisto  ,30,65.0,7.9,2.1666666666666665
1607,Calvin Klein DEFY For Him  ,100,22.14,5.9,0.2214
1608,French Avenue Zenith Blue  ,100,27.98,7.6,0.2798
1609,Versace Eros Pour Femme  ,100,48.95,6.7,0.48950000000000005
1611,Diesel Only The Brave Tattoo  ,50,29.95,6.4,0.599
1612,Jimmy Choo Man Ice  ,30,22.45,7.5,0.7483333333333333
1613,James Bond 007 Quantum  ,125,21.95,4.4,0.1756
1614,Iceberg Eau de Iceberg Italian Bergamot  ,100,11.61,7.3,0.1161
1615,Givenchy Pour Homme  ,50,39.95,7.2,0.799
1616,El Ganso Friday Edition  ,125,44.49,8.0,0.35592
1617,Mercedes Benz Ultimate  ,75,23.6,7.4,0.3146666666666667
1618,Real Time Submarine Opération X  ,100,9.9,7.6,0.099
1619,Mauboussin  ,100,23.95,7.8,0.2395
1620,Aramis Voyager  ,60,52.0,7.5,0.8666666666666667
1621,Armaf Shades  ,100,14.99,7.0,0.1499
1622,Jimmy Choo Man Ice  ,200,73.49,7.5,0.36745
1623,Victorio & Lucchino Agua No 5 For Him  ,150,7.99,7.8,0.05326666666666667
1624,Jacques Bogart Silver Scent Intense  ,100,22.4,7.0,0.22399999999999998
1625,Issey Miyake L'Eau Super Majeure D'Issey  ,50,26.95,5.8,0.539
1626,Lanvin Eclat d'Arpege Pour Homme  ,100,28.95,7.5,0.2895
1627,Cofinluxe Taxi  ,100,8.99,7.5,0.08990000000000001
1628,Valentino Uomo Acqua  ,125,99.99,7.5,0.79992
1629,BVLGARI Aqva Marine Pour Homme  ,100,162.85,7.4,1.6284999999999998
1630,Azzaro Chrome  ,50,26.22,6.9,0.5244
1631,James Bond 007 Quantum  ,75,30.0,4.4,0.4
1633,Yardley Gentleman Legacy  ,100,14.95,7.9,0.1495
1634,S.T. Dupont Passenger Escapade  ,30,31.2,7.8,1.04
1635,Philipp Plein No Limits Super Fresh  ,90,29.43,7.0,0.327
1636,S.T. Dupont 58 Avenue Montaigne  ,30,6.95,7.4,0.23166666666666666
1637,Hugo Boss Hugo Energise  ,40,27.0,6.8,0.675
1638,S.T. Dupont Be Exceptional  ,100,24.95,7.6,0.2495
1639,Ard Al Zaafaran Bareq  ,100,11.6,7.5,0.11599999999999999
1641,Ralph Lauren Polo Red Rush  ,125,64.4,7.3,0.5152
1643,Police To Be Hyperverse Man  ,40,8.9,5.5,0.2225
1644,Elizabeth Taylor Passion Cologne ,118,16.45,7.8,0.13940677966101694
1646,Versace L'Homme  ,100,25.0,7.5,0.25
1648,AVON Individual Blue  ,100,9.99,5.5,0.0999
1649,Versace Dylan Blue  ,10,24.0,7.7,2.4
1650,Le Chameau Giza Roman Empire  ,100,14.28,7.6,0.14279999999999998
1651,Lacoste L'Homme Intense  ,100,43.95,7.5,0.4395
1652,BVLGARI Man Black Cologne  ,60,99.0,7.3,1.65
1654,Hugo Boss Hugo Energise  ,75,21.95,6.8,0.29266666666666663
1655,Dunhill Driven  ,60,13.35,7.1,0.2225
1656,Geo F Trumper Havana  ,50,62.99,8.3,1.2598
1658,Acqua Di Parma Colonia Pura  ,20,35.95,7.4,1.7975
1659,Cristiano Ronaldo CR7  ,100,16.9,7.2,0.16899999999999998
1661,Jil Sander Strictly Fresh  ,60,13.95,6.3,0.23249999999999998
1662,Caron Pour un Homme  ,200,193.19,7.6,0.96595
1665,Coach For Men  ,60,31.49,7.4,0.5248333333333333
1666,Tumi Kinetic  ,100,39.9,7.2,0.39899999999999997
1667,Guess Uomo Acqua  ,50,90.31,5.9,1.8062
1668,M.Micallef Jewel GnTonic  ,100,215.01,7.4,2.1501
1669,Atkinsons His Majesty The Oud  ,100,156.67,7.6,1.5667
1670,Truefitt & Hill Sandalwood  ,50,48.0,7.2,0.96
1671,Cartier Pasha De Cartier Edition Noire Sport  ,150,60.1,7.2,0.40066666666666667
1672,Montblanc Legend  ,200,47.95,7.5,0.23975000000000002
1675,Iceberg Twice Nero  ,125,13.41,7.4,0.10728
1676,Giorgio Armani Diamonds For Men  ,50,32.15,7.1,0.643
1677,Hugo Boss Bottled Triumph Elixir  ,100,160.46,8.0,1.6046
1678,Cacharel Pour L'Homme  ,50,31.97,8.0,0.6394
1680,Reyane Insurrection II Pure  ,90,32.0,7.8,0.35555555555555557
1681,Puig Quorum  ,50,19.95,7.5,0.39899999999999997
1683,Calvin Klein Defy  ,50,18.95,5.9,0.379
1684,Thierry Mugler A*Men Pure Energy  ,100,149.95,7.3,1.4994999999999998
1686,Brut Musk  ,100,7.5,6.6,0.075
1689,Ralph Lauren Polo Red  ,200,71.99,6.5,0.35995
1690,Jil Sander Sun Men  ,40,17.99,7.5,0.44975
1691,Montblanc Legend Night  ,100,34.4,7.5,0.344
1693,Versace Pour Homme  ,30,23.99,7.7,0.7996666666666666
1694,Khadlaj Shiyaaka Shadow  ,100,22.95,8.0,0.22949999999999998
1695,Valentino Donna Born In Roma Yellow Dream  ,50,78.9,6.7,1.578
1697,Azzaro Wanted  ,100,42.85,8.3,0.4285
1698,Coty Aspen  ,118,9.45,7.5,0.08008474576271186
1700,Geo F Trumper Sandalwood  ,50,95.99,7.7,1.9198
1701,Kenzo Homme Sport  ,100,125.99,6.6,1.2599
1702,Narciso Rodriguez Vetiver Musc For Him  ,50,36.99,7.2,0.7398
1703,Scalpers Boxing Club  ,75,39.99,7.6,0.5332
1705,Kappa Accelerazione  ,100,5.95,6.0,0.059500000000000004
1707,Giorgio Armani Acqua Di Gio Homme  ,50,59.41,7.8,1.1882
1708,Jeanne en Provence Néroli Intense  ,100,9.05,7.5,0.09050000000000001
1710,Armaf Odyssey Homme White  ,100,17.2,7.8,0.172
1711,Tommy Hilfiger Tommy  ,30,14.0,7.2,0.4666666666666667
1712,Carolina Herrera Bad Boy Extreme Men  ,150,83.95,7.7,0.5596666666666666
1713,Giorgio Armani Code  ,75,53.15,7.6,0.7086666666666667
1717,Ulric De Varens Fun  ,100,15.99,6.2,0.15990000000000001
1718,Mauboussin In Red  ,100,18.0,7.7,0.18
1719,Carthusia Numero Uno  ,100,56.5,7.5,0.565
1720,The Merchant Of Venice Venetian Blue Intense  ,100,167.66,7.7,1.6765999999999999
1722,Karl Lagerfeld New York Mercer Street  ,60,16.95,7.2,0.2825
1723,Gisada Uomo  ,100,54.95,7.4,0.5495
1724,Azzaro Night Time  ,100,28.95,6.7,0.2895
1726,Sapil Dapper  ,100,18.99,4.5,0.18989999999999999
1727,Rochas Man  ,50,19.99,7.6,0.3998
1728,Sergio Tacchini The Essence  ,100,15.5,6.7,0.155
1729,BVLGARI BLV Pour Homme  ,50,63.95,7.0,1.2790000000000001
1730,Burberry Hero  ,100,67.31,7.3,0.6731
1731,4711 Acqua Colonia Intense Pure Breeze Of Himalaya  ,50,15.95,6.8,0.319
1732,Versace Eros Flame  ,50,43.78,7.7,0.8756
1733,Armaf Odyssey Homme  ,100,20.0,7.9,0.2
1734,JOOP! Jump  ,50,14.95,6.9,0.299
1736,Guess Man  ,50,19.31,6.6,0.3862
1737,Lattafa Ansaam Gold  ,100,21.98,7.6,0.2198
1739,Khadlaj Rasayel Shagaf  ,100,16.23,8.5,0.1623
1740,Rabanne 1 Million Lucky  ,50,167.99,8.0,3.3598000000000003
1741,Dior Eau Sauvage Men  ,50,93.99,7.5,1.8798
1742,Azzaro Wanted  ,50,33.25,8.3,0.665
1743,Attar Collection Crystal Love For Him  ,100,68.97,7.5,0.6897
1745,Roberto Cavalli Just Wild Heart  ,30,10.29,8.0,0.34299999999999997
1746,Baldessarini Bella Lilac Diamond  ,50,43.0,7.1,0.86
1747,Emanuel Ungaro Cosmic  ,90,19.98,6.4,0.222
1748,Roberto Cavalli Paradise Found  ,50,27.32,7.6,0.5464
1750,Superdry Real 02  ,100,18.05,5.9,0.1805
1751,Antonio Banderas Seduction in Black  ,100,15.5,7.1,0.155
1753,Zimaya Stallion  ,100,21.65,7.6,0.2165
1754,Carolina Herrera Chic Men  ,100,44.6,7.7,0.446
1755,Dolce & Gabbana The One For Men  ,100,41.0,8.4,0.41
1756,Lattafa Ajwaa  ,90,28.99,7.4,0.32211111111111107
1757,Ard Al Zaafaran Mousuf Azure  ,100,12.2,7.3,0.122
1758,Guerlain L'instant De Guerlain Pour Homme  ,100,72.2,8.3,0.722
1759,Carolina Herrera Bad Boy Le   ,50,65.99,6.4,1.3197999999999999
1761,Bentley Majestic Cashmere  ,100,99.45,7.9,0.9945
1762,Trussardi Black Extreme  ,100,114.6,6.4,1.146
1763,Azzaro Pour Homme  ,50,23.95,7.7,0.479
1764,Jeanne Arthes J.S Magnetic Power Navy Blue  ,100,8.1,7.3,0.081
1765,Yves Saint Laurent Opium Pour Homme  ,100,70.5,8.2,0.705
1769,Dolce & Gabbana K  ,200,55.49,6.5,0.27745000000000003
1770,Lacoste Match Point  ,50,29.7,6.5,0.594
1771,Nautica Pure Blue  ,50,8.89,5.6,0.1778
1772,Gucci Guilty Pour Homme  ,150,71.0,8.1,0.47333333333333333
1773,Burberry Hero  Intense ,60,95.68,7.5,1.5946666666666667
1774,La Rive Cabana  ,90,7.4,6.6,0.08222222222222222
1775,Moschino Toy Boy  ,100,40.63,7.5,0.40630000000000005
1777,Givenchy Gentleman Society Extrême  ,200,84.75,7.7,0.42375
1779,Blue Stratos  ,100,3.99,7.3,0.039900000000000005
1780,BVLGARI Man Glacial Essence  ,100,65.99,6.7,0.6598999999999999
1784,Coach Blue  ,100,41.0,6.5,0.41
1785,David Beckham Signature for Him  ,75,52.99,5.5,0.7065333333333333
1786,Lattafa Hayaati Al Maleky  ,100,14.12,7.6,0.1412
1787,Porsche Design Sport  ,50,24.9,6.7,0.498
1790,Ajmal Amaze  ,100,16.75,7.6,0.1675
1791,Mexx Black For Men  ,50,11.76,6.7,0.2352
1792,Calvin Klein Eternity For Men  ,50,39.68,6.7,0.7936
1793,Playboy Make The Cover For Him  ,30,8.32,6.6,0.2773333333333333
1794,John Varvatos XX Intense  ,125,56.56,7.5,0.45248
1795,Kenzo Homme  ,100,314.99,8.1,3.1499
1796,Guess Uomo Intenso  ,100,35.4,7.5,0.354
1797,Jaguar Vision III  ,100,14.0,6.6,0.14
1799,Kenzo Homme Intense  ,40,23.5,7.2,0.5875
1800,Swiss Arabian Mint and Wood  ,100,23.89,7.3,0.2389
1801,Giorgio Armani Acqua Di Gio Pour Homme  ,15,21.45,7.8,1.43
1802,Pepe Jeans ADDICTIVE for Him  ,100,13.43,7.5,0.1343
1804,Truefitt & Hill Apsley  ,50,53.7,7.4,1.074
1805,John Varvatos  ,125,36.95,7.8,0.29560000000000003
1806,Khadlaj Titan  ,100,24.95,8.5,0.2495
1807,Dior Sauvage  ,60,91.0,7.5,1.5166666666666666
1808,Calvin Klein Defy  ,50,18.8,5.9,0.376
1809,Armaf Le Parfait Pour Homme  ,100,11.4,7.2,0.114
1810,Diesel Bad  ,125,55.96,5.7,0.44768
1811,Adidas Dynamic Pulse  ,100,4.97,6.2,0.049699999999999994
1812,Kajal Homme  ,100,184.29,7.8,1.8429
1813,Baldessarini Concentree  ,75,50.51,8.1,0.6734666666666667
1814,BVLGARI Man In Black  ,150,127.2,7.9,0.848
1815,Armaf Private Key To My Success  ,100,38.99,7.7,0.3899
1816,David Beckham Classic Homme  ,50,7.14,7.2,0.14279999999999998
1817,Hugo Boss Bottled  ,5,12.71,7.4,2.5420000000000003
1818,Hollister Festival Vibes For Him  ,100,14.95,6.2,0.1495
1819,Hugo Boss Jeans  ,125,28.12,6.2,0.22496000000000002
1820,Ralph Lauren Polo Ultra Blue  ,40,30.95,7.0,0.7737499999999999
1822,Prada L'Homme L'eau  ,100,72.34,8.2,0.7234
1823,Montblanc Legend Red  ,50,23.46,6.6,0.4692
1824,Diesel Only The Brave  ,50,21.27,6.3,0.4254
1825,Creed Himalaya  ,250,443.6,7.7,1.7744000000000002
1826,Police To Be Exotic Jungle Man  ,40,9.05,7.1,0.22625
1827,Viktor & Rolf Spicebomb Night Vision  ,50,42.99,7.1,0.8598
1828,Clinique Happy  ,50,17.71,7.4,0.3542
1829,Jimmy Choo Man Blue  ,200,49.99,6.1,0.24995
1830,Giorgio Armani Acqua Di Gio Homme  ,30,55.99,7.8,1.8663333333333334
1831,Calvin Klein Encounter  ,30,11.45,6.3,0.38166666666666665
1832,Cristiano Ronaldo CR7  ,50,14.6,7.2,0.292
1833,Guy Laroche Drakkar Noir  ,50,10.5,7.6,0.21
1834,Revolution Man Transcendent  ,100,6.87,8.7,0.0687
1835,Cafe Cafe Homme De Cafe  ,100,7.0,7.6,0.07
1837,Proraso Azur Lime  ,100,15.52,6.6,0.1552
1838,Guerlain Habit Rouge  ,100,56.78,8.0,0.5678
1839,Etat Libre d'Orange Fat Electrician  ,100,82.7,7.3,0.8270000000000001
1841,Geo F Trumper West Indian Limes Cologne ,100,74.16,7.4,0.7415999999999999
1842,Calvin Klein Eternity Now  ,30,17.95,6.1,0.5983333333333333
1843,Ajmal Amber Wood Noir  ,50,38.9,7.8,0.778
1844,Annayake Pour Lui  ,100,67.95,5.8,0.6795
1846,Lalique Encre Noire  ,50,15.9,7.7,0.318
1847,M. Micallef Royal Vintage  ,100,175.85,7.9,1.7585
1850,Lomani AB Spirit Millionaire  ,100,23.09,7.7,0.2309
1851,Lalique Imperial Green  ,100,56.53,8.1,0.5653
1852,Mauboussin Pour Lui In Black  ,100,18.9,7.8,0.18899999999999997
1853,Salvatore Ferragamo Uomo  ,50,35.0,7.6,0.7
1854,Emir Celestial  ,100,26.46,7.8,0.2646
1856,Rabanne Pure XS Night  ,100,90.0,7.2,0.9
1860,Mercedes Benz  ,40,16.29,8.2,0.40725
1861,Giorgio Armani Stronger With You Only  ,100,63.95,7.7,0.6395000000000001
1862,Yves Saint Laurent L'Homme  Intense  ,100,199.99,7.5,1.9999
1863,Adidas Team Five  ,100,27.84,5.5,0.2784
1864,Montblanc Legend Blue  ,30,22.86,7.4,0.762
1866,Michael Kors Extreme Rush  ,120,69.99,7.5,0.5832499999999999
1867,Armaf Blue Homme  ,100,35.99,7.2,0.3599
1868,Coach For Men  ,200,56.99,7.4,0.28495000000000004
1869,The Merchant Of Venice La Fenice Pour Homme  ,100,120.0,7.7,1.2
1870,Dunhill Black  ,50,13.35,6.0,0.267
1871,Angel Schlesser Instinctive Marine Angel  ,100,33.95,6.7,0.3395
1872,Ard Al Zaafaran Sudfa  ,100,11.8,8.8,0.11800000000000001
1873,Dunhill Desire Silver  ,100,25.44,7.4,0.2544
1874,John Varvatos Artisan  ,75,24.99,7.8,0.3332
1875,Lalique L'Insoumis  ,50,21.95,7.5,0.439
1877,Maison Francis Kurkdjian Masculin Pluriel  ,70,283.0,8.2,4.042857142857143
1878,James Bond 007 Quantum  ,50,27.97,4.4,0.5594
1879,John Varvatos XX Indigo  ,75,29.68,6.6,0.3957333333333333
1880,Yves Saint Laurent MYSLF  ,10,23.96,7.4,2.396
1881,Milton Lloyd Colour Me Volt  ,50,7.1,5.8,0.142
1882,Rochas Man Intense  ,100,32.5,7.6,0.325
1883,Bond No.9 Chez Bond  ,100,119.85,6.9,1.1985
1884,Nautica Voyage Heritage  ,100,20.9,7.0,0.209
1885,Antonio Banderas The Icon  ,200,26.41,6.9,0.13205
1886,Givenchy Pour Homme  ,100,29.99,7.2,0.2999
1889,Givenchy Gentleman Society Extreme  ,100,64.53,7.7,0.6453
1890,Mustang Performance  ,100,18.4,7.0,0.184
1891,Hugo Boss Hugo Intense  ,75,34.64,8.1,0.46186666666666665
1892,Azzaro Elixir Pour Homme  ,100,27.95,7.0,0.27949999999999997
1893,Bijan Men  ,75,29.0,7.8,0.38666666666666666
1894,Prada Amber Pour Homme  ,100,68.95,7.9,0.6895
1895,Bond No.9 Wall Street  ,50,130.05,5.8,2.6010000000000004
1896,Azzaro Chrome Sport  ,100,33.99,7.3,0.33990000000000004
1897,Ajmal Evoke Midnight Edition  ,90,19.8,7.7,0.22
1898,Dunhill London  ,100,19.0,7.2,0.19
1899,Cartier Pasha De Cartier  ,50,70.8,8.1,1.416
1900,Rayhaan Pacific  ,100,34.99,8.0,0.34990000000000004
1901,Collistar Acqua Wood  ,100,25.68,7.1,0.2568
1902,Pascal Morabito Mediterranee  ,100,17.7,6.3,0.177
1903,Abercrombie & Fitch First Instinct  ,30,9.95,7.2,0.33166666666666667
1904,Kenzo Homme Indigo  ,110,67.52,7.8,0.6138181818181818
1906,The Merchant Of Venice Ottoman Amber  ,100,109.92,7.9,1.0992
1907,Salvatore Ferragamo Uomo Urban Feel  ,100,55.32,7.1,0.5532
1908,Tous Man  ,100,32.35,7.3,0.3235
1909,Ted Baker Ag  ,25,19.48,7.4,0.7792
1910,Jaguar Classic Black  ,40,8.33,6.5,0.20825
1911,Police Potion Power  ,100,15.95,6.6,0.1595
1912,Just Jack Neroli  ,100,13.0,5.7,0.13
1914,Viktor & Rolf Flowerbomb Dew  ,30,37.4,7.3,1.2466666666666666
1915,Tumi Atlas  ,100,52.26,8.0,0.5226
1916,Jacques Bogart Club 75  ,100,23.1,7.4,0.231
1919,Ajmal Ambre Pimente  ,100,17.9,7.8,0.179
1921,Dunhill Valensole Lavender  ,100,48.95,7.3,0.48950000000000005
1922,Yves Saint Laurent L'Homme  ,60,47.5,8.4,0.7916666666666666
1923,Lomani Gold  ,100,27.49,7.4,0.2749
1924,Lacoste Eau De Lacoste Jaune  ,50,167.99,5.7,3.3598000000000003
1925,Tommy Hilfiger Forever  ,30,16.74,7.0,0.5579999999999999
1926,Adidas Get Ready For Him  ,100,11.2,5.9,0.11199999999999999
1927,Thierry Mugler A*Men Stellar  ,50,49.95,7.1,0.9990000000000001
1928,Tommy Hilfiger Impact Together  ,100,47.34,6.6,0.47340000000000004
1929,Adidas UEFA Champions League Goal  ,100,8.54,5.1,0.08539999999999999
1930,Hanae Mori HM  ,100,155.28,7.5,1.5528
1931,Baldessarini Ambre  ,90,22.55,7.1,0.2505555555555556
1932,Maison Martin Margiela Replica Jazz Club  ,10,19.84,7.8,1.984
1933,Al Wataniah Kayaan Gold  ,100,27.29,7.9,0.2729
1934,Kenneth Cole Mankind Ultimate  ,100,27.0,6.9,0.27
1935,Giorgio Armani Code A-List  ,75,99.0,7.6,1.32
1936,Roberto Cavalli Just Give Me Magic For Him  ,90,21.59,7.3,0.23988888888888887
1937,Trussardi Riflesso Blue Vibe  ,100,35.95,6.6,0.35950000000000004
1939,Yves Saint Laurent Y Le  ,60,82.39,7.4,1.3731666666666666
